"Title","Authors","Year","Type","DOI","Abstract","Keywords"
"Phylogenetic and ecological factors impact the gut microbiota of two Neotropical primate species","Amato KR, Martinez-Mota R, Righini N, Raguet-Schofield M, Corcione FP, Marini E, Humphrey G, Gogul G, Gaffney J, Lovelace E, Williams LS, Luong A, Dominguez-Bello MG, Stumpf RM, White B, Nelson KE, Knight R, Leigh SR",2016,"Article","10.1007/s00442-015-3507-z","Recent studies suggest that variation in diet across time and space results in changes in the mammalian gut microbiota. This variation may ultimately impact host ecology by altering nutritional status and health. Wild animal populations provide an excellent opportunity for understanding these interactions. However, compared to clinical studies, microbial research targeting wild animals is currently limited, and many published studies focus only on a single population of a single host species. In this study we utilize fecal samples from two species of howler monkey (Alouatta pigra and A. palliata) collected at four sites to investigate factors influencing the gut microbiota at three scales: taxonomic (host species), ecosystemic (forest type), and local (habitat disturbance/season). The results demonstrate that the effect of host species on the gut microbiota is stronger than the effect of host forest type, which is stronger than the effect of habitat disturbance or seasonality. Nevertheless, within host species, gut microbiota composition differs in response to forest type, habitat disturbance, and season. Variations in the effect size of these factors are associated both with host species and environment. This information may be beneficial for understanding ecological and evolutionary questions associated with Mesoamerican howler monkeys, as well as determining conservation challenges facing each species. These mechanisms may also provide insight into the ecology of other species of howler monkeys, non-human primates, and mammals. © 2015, Springer-Verlag Berlin Heidelberg.","alouatta; disturbance; habitat; microbiome; season; diet; digestive system; environmental disturbance; environmental effect; environmental factor; feces; forest; host; microbial community; nutritional status; phylogenetics; primate; seasonality; alouatta; alouatta palliata; alouatta pigra; animalia; mammalia; primates; alouatta; animal; diet; ecosystem; feces; forest; intestine flora; microbiology; phylogeny; season; alouatta; animals; diet; ecosystem; feces; forests; gastrointestinal microbiome; phylogeny; seasons"
"Anthropogenic interferences lead to gut microbiome dysbiosis in Asian elephants and may alter adaptation processes to surrounding environments","Moustafa MAM, Chel HM, Thu MJ, Bawm S, Htun LL, Win MM, Oo ZM, Ohsawa N, Lahdenperä M, Mohamed WMA, Ito K, Nonaka N, Nakao R, Katakura K",2021,"Article","10.1038/s41598-020-80537-1","Human activities interfere with wild animals and lead to the loss of many animal populations. Therefore, efforts have been made to understand how wildlife can rebound from anthropogenic disturbances. An essential mechanism to adapt to environmental and social changes is the fluctuations in the host gut microbiome. Here we give a comprehensive description of anthropogenically induced microbiome alterations in Asian elephants (n = 30). We detected gut microbial changes due to overseas translocation, captivity and deworming. We found that microbes belonging to Planococcaceae had the highest contribution in the microbiome alterations after translocation, while Clostridiaceae, Spirochaetaceae and Bacteroidia were the most affected after captivity. However, deworming significantly changed the abundance of Flavobacteriaceae, Sphingobacteriaceae, Xanthomonadaceae, Weeksellaceae and Burkholderiaceae. These findings may provide fundamental ideas to help guide the preservation tactics and probiotic replacement therapies of a dysbiosed gut microbiome in Asian elephants. More generally, these results show the severity of anthropogenic activities at the level of gut microbiome, altering the adaptation processes to new environments and the subsequent capability to maintain normal physiological processes in animals. © 2021, The Author(s).","; adaptation; animal; asia; dysbiosis; ecosystem; elephant; environmental monitoring; female; intestine flora; male; microbiology; pathophysiology; procedures; adaptation, physiological; animals; asia; dysbiosis; ecosystem; elephants; environmental monitoring; female; gastrointestinal microbiome; male"
"Monitoring perinatal gut microbiota in mouse models by mass spectrometry approaches: Parental genetic background and breastfeeding effects","Mortera SL, Del Chierico F, Vernocchi P, Rosado MM, Cavola A, Chierici M, Pieroni L, Urbani A, Carsetti R, Lante I, Dallapiccola B, Putignani L",2016,"Article","10.3389/fmicb.2016.01523","At birth, contact with external stimuli, such as nutrients derived from food, is necessary to modulate the symbiotic balance between commensal and pathogenic bacteria, protect against bacterial dysbiosis, and initiate the development of the mucosal immune response. Among a variety of different feeding patterns, breastfeeding represents the best modality. In fact, the capacity of breast milk to modulate the composition of infants' gut microbiota leads to beneficial effects on their health. In this study, we used newborn mice as a model to evaluate the effect of parental genetic background (i.e., IgAproducing mice and IgA-deficient mice) and feeding modulation (i.e., maternal feeding and cross-feeding) on the onset and shaping of gut microbiota after birth. To investigate these topics, we used either a culturomic approach that employed Matrix Assisted Laser Desorption Ionization Time-of-Flight Mass Spectrometry (MS), or bottom-up Liquid Chromatography, with subsequent MSMS shotgun metaproteomic analysis that compared and assembled results of the two techniques. We found that the microbial community was enriched by lactic acid bacteria when pups were breastfed by wild-type (WT) mothers, while IgA-deficient milk led to an increase in the opportunistic bacterial pathogen (OBP) population. Cross-feeding results suggested that IgA supplementation promoted the exclusion of some OBPs and the temporary appearance of beneficial species in pups fed by WT foster mothers. Our results show that both techniques yield a picture of microbiota from different angles and with varying depths. In particular, our metaproteomic pipeline was found to be a reliable tool in the description of microbiota. Data from these studies are available via ProteomeXchange, with identifier PXD004033. ï¿½ 2016 Levi Mortera, DelChierico, Vernocchi, Rosado, Cavola, Chierici, Pieroni, Urbani, Carsetti, Lante, Dallapiccola and Putignani.","axenic culture-based maldi-tof ms; host genetics and maternal milk induced metaproteome; mgm metaproteomics; mgm programming phylotypes; mouse gut microbiota (mgm); immunoglobulin a; adult; animal experiment; animal model; animal tissue; article; axenic culture; breast feeding; controlled study; dysbiosis; enterococcus faecalis; escherichia coli; female; firmicutes; genetic background; high performance liquid chromatography; immune response; intestine flora; lactobacillus; maternal nutrition; matrix assisted laser desorption ionization time of flight mass spectrometry; mouse; newborn; nonhuman; parent; perinatal period; proteobacteria; proteomics; streptococcus; taxonomy"
"Dietary purslane (Portulaca oleracea L.) promotes the growth performance of broilers by modulation of gut microbiota","Wang C, Liu Q, Ye F, Tang H, Xiong Y, Wu Y, Wang L, Feng X, Zhang S, Wan Y, Huang J",2021,"Article","10.1186/s13568-021-01190-z","Purslane is a widespread wild vegetable with both medicinal and edible properties. It is highly appreciated for its high nutritional value and is also considered as a high-quality feed resource for livestock and poultry. In this study, Sanhuang broilers were used to investigate the effect of feeding purslane diets on the growth performance in broilers and their gut microbiota. A total of 48 birds with good growth and uniform weight were selected and randomly allocated to four treatment groups A (control), B, C and D. Dietary treatments were fed with basal diet without purslane and diets containing 1%, 2% and 3% purslane. The 16S rDNA was amplified by PCR and sequenced using the Illumina HiSeq platform to analyze the composition and diversity of gut microbiota in the four sets of samples. The results showed that dietary inclusion of 2% and 3% purslane could significantly improve the growth performance and reduce the feed conversion ratio. Microbial diversity analysis indicated that the composition of gut microbiota of Sanhuang broilers mainly included Gallibacterium, Bacteroides and Escherichia-Shigella, etc. As the content of purslane was increased, the abundance of Lactobacillus increased significantly, and Escherichia-Shigella decreased. LEfSe analysis revealed that Bacteroides_caecigallinarum, Lachnospiraceae, Lactobacillales and Firmicutes had significant differences compared with the control group. PICRUSt analysis revealed bacteria mainly enriched in carbohydrate metabolism pathway due to the additon of purslane in the diet. These results suggest that the addition of purslane to feed could increase the abundance of Lactobacillus in intestine, modulate the environment of gut microbiota and promote the metabolism of carbohydrates to improve its growth performance. This study indicates that the effect of purslane on the growth-promoting performance of broilers might depend on its modulation on gut microbiota, so as to provide a certain scientific basis for the application of purslane in the feed industry. © 2021, The Author(s).","carbohydrate metabolism; growth performance; gut microbiota; purslane; sanhuang broilers; dna 16s; growth promotor; portulaca oleracea extract; article; bacteroidaceae; bacteroides; bacteroides caecigallinarum; broiler; carbohydrate metabolism; controlled study; diet supplementation; discriminant analysis; dna extraction; effect size; feces microflora; feed conversion ratio; feeding; food intake; gallibacterium; gene expression; growth; growth performance; high throughput sequencing; histogram; illumina sequencing; intestine flora; lachnospiraceae; lactobacillales; livestock; microbial community; microbial diversity; nonhuman; nucleotide metabolism; nutritional value; operational taxonomic unit; polymerase chain reaction; population abundance; portulaca oleracea; poultry; shigella; taxonomy"
"Cathelicidin preserves intestinal barrier function in polymicrobial sepsis","Ho J, Chan H, Liang Y, Liu X, Zhang L, Li Q, Zhang Y, Zeng J, Ugwu FN, Ho IHT, Hu W, Yau JCW, Wong SH, Wong WT, Ling L, Cho CH, Gallo RL, Gin T, Tse G, Yu J, Chan MTV, Leung CCH, Wu WKK",2020,"Article","10.1186/s13054-020-2754-5","Objectives: The intestinal epithelium compartmentalizes the sterile bloodstream and the commensal bacteria in the gut. Accumulating evidence suggests that this barrier is impaired in sepsis, aggravating systemic inflammation. Previous studies reported that cathelicidin is differentially expressed in various tissues in sepsis. However, its role in sepsis-induced intestinal barrier dysfunction has not been investigated. Design: To examine the role of cathelicidin in polymicrobial sepsis, cathelicidin wild-(Cnlp +/+) and knockout (Cnlp -/-) mice underwent cecal-ligation and puncture (CLP) followed by the assessment of septic mortality and morbidity as well as histological, biochemical, immunological, and transcriptomic analyses in the ileal tissues. We also evaluated the prophylactic and therapeutic efficacies of vitamin D3 (an inducer of endogenous cathelicidin) in the CLP-induced murine polymicrobial sepsis model. Results: The ileal expression of cathelicidin was increased by three-fold after CLP, peaking at 4 h. Knockout of Cnlp significantly increased 7-day mortality and was associated with a higher murine sepsis score. Alcian-blue staining revealed a reduced number of mucin-positive goblet cells, accompanied by reduced mucin expression. Increased number of apoptotic cells and cleavage of caspase-3 were observed. Cnlp deletion increased intestinal permeability to 4kD fluorescein-labeled dextran and reduced the expression of tight junction proteins claudin-1 and occludin. Notably, circulating bacterial DNA load increased more than two-fold. Transcriptome analysis revealed upregulation of cytokine/inflammatory pathway. Depletion of Cnlp induced more M1 macrophages and neutrophils compared with the wild-type mice after CLP. Mice pre-treated with cholecalciferol (an inactive form of vitamin D3) or treated with 1alpha, 25-dihydroxyvitamin D3 (an active form of VD3) had decreased 7-day mortality and significantly less severe symptoms. Intriguingly, the administration of cholecalciferol after CLP led to worsened 7-day mortality and the associated symptoms. Conclusions: Endogenous cathelicidin promotes intestinal barrier integrity accompanied by modulating the infiltration of neutrophils and macrophages in polymicrobial sepsis. Our data suggested that 1alpha, 25-dihydroxyvitamin D3 but not cholecalciferol is a potential therapeutic agent for treating sepsis. © 2020 The Author(s).","antimicrobial peptide; bacterial translocation; ll-37; sepsis; bacterial dna; calcitriol; caspase 3; cathelicidin; claudin 1; colecalciferol; mucin; occludin; tight junction protein; transcriptome; 25-hydroxyvitamin d; antimicrobial cationic peptide; cap18 lipopolysaccharide-binding protein; vitamin d; animal cell; animal experiment; animal model; animal tissue; apoptosis; article; cecal ligation and puncture-induced sepsis; controlled study; drug effect; ileum tissue; infection prevention; intestine epithelium; intestine epithelium cell; intestine mucosa permeability; macrophage; male; morbidity; mortality; mouse; neutrophil; nonhuman; priority journal; protein expression; protein function; transcriptomics; upregulation; animal; intestine mucosa; knockout mouse; metabolism; pathophysiology; physiology; sepsis; animals; antimicrobial cationic peptides; intestinal mucosa; macrophages; male; mice; mice, knockout; neutrophils; sepsis; vitamin d"
"CRIg+ Macrophages Prevent Gut Microbial DNA–Containing Extracellular Vesicle–Induced Tissue Inflammation and Insulin Resistance","Luo Z, Ji Y, Gao H, Gomes Dos Reis FC, Bandyopadhyay G, Jin Z, Ly C, Chang Y-J, Zhang D, Kumar D, Ying W",2021,"Article","10.1053/j.gastro.2020.10.042","Background &amp; Aims: Liver CRIg+ (complement receptor of the immunoglobulin superfamily) macrophages play a critical role in filtering bacteria and their products from circulation. Translocation of microbiota-derived products from an impaired gut barrier contributes to the development of obesity-associated tissue inflammation and insulin resistance. However, the critical role of CRIg+ macrophages in clearing microbiota-derived products from the bloodstream in the context of obesity is largely unknown. Methods: We performed studies with CRIg–/–, C3–/–, cGAS–/–, and their wild-type littermate mice. The CRIg+ macrophage population and bacterial DNA abundance were examined in both mouse and human liver by either flow cytometric or immunohistochemistry analysis. Gut microbial DNA–containing extracellular vesicles (mEVs) were adoptively transferred into CRIg–/–, C3–/–, or wild-type mice, and tissue inflammation and insulin sensitivity were measured in these mice. After coculture with gut mEVs, cellular insulin responses and cGAS/STING-mediated inflammatory responses were evaluated. Results: Gut mEVs can reach metabolic tissues in obesity. Liver CRIg+ macrophages efficiently clear mEVs from the bloodstream through a C3-dependent opsonization mechanism, whereas obesity elicits a marked reduction in the CRIg+ macrophage population. Depletion of CRIg+ cells results in the spread of mEVs into distant metabolic tissues, subsequently exacerbating tissue inflammation and metabolic disorders. Additionally, in vitro treatment of obese mEVs directly triggers inflammation and insulin resistance of insulin target cells. Depletion of microbial DNA blunts the pathogenic effects of intestinal EVs. Furthermore, the cGAS/STING pathway is crucial for microbial DNA–mediated inflammatory responses. Conclusions: Deficiency of CRIg+ macrophages and leakage of intestinal EVs containing microbial DNA contribute to the development of obesity-associated tissue inflammation and metabolic diseases. © 2021 AGA Institute","extracellular vesicle; microbial dna; obesity; tissue inflammation; bacterial dna; complement component c3; complement receptor; complement receptor of the immunoglobulin superfamily; insulin; rna 16s; unclassified drug; bacterial dna; cgas protein, mouse; complement component c3; complement receptor; membrane protein; nucleotidyltransferase; sting1 protein, mouse; vsig4 protein, mouse; adipocyte; animal cell; animal experiment; animal model; animal tissue; article; circulation; coculture; controlled study; epididymis fat; exosome; flow cytometry; gluconeogenesis; glucose tolerance; glucose transport; human; human tissue; immunohistochemistry; in vitro study; insulin resistance; insulin response; insulin sensitivity; intestine flora; liver; macrophage; metabolic disorder; mouse; nonhuman; obesity; opsonization; priority journal; target cell; adverse event; animal; blood; complication; cytology; disease model; exosome; genetics; hepatitis; immunology; insulin resistance; intestine flora; intestine mucosa; knockout mouse; kupffer cell; lipid diet; metabolism; microbiology; pathology; signal transduction; animals; complement c3; diet, high-fat; disease models, animal; dna, bacterial; extracellular vesicles; gastrointestinal microbiome; hepatitis; humans; insulin resistance; intestinal mucosa; kupffer cells; liver; membrane proteins; mice; mice, knockout; nucleotidyltransferases; obesity; receptors, complement; signal transduction"
"Wide genetic diversity of blastocystis in white‐tailed deer (Odocoileus virginianus) from Maryland, USA","Maloney JG, Jang Y, Molokin A, George NS, Santin M",2021,"Article","10.3390/microorganisms9061343","Blastocystis is a gastrointestinal protist frequently reported in humans and animals worldwide. Wildlife populations, including deer, may serve as reservoirs of parasitic diseases for both humans and domestic animals, either through direct contact or through contamination of food or water resources. However, no studies of the occurrence and subtype distribution of Blastocystis in wildlife populations have been conducted in the United States. PCR and next generation amplicon sequencing were used to determine the occurrence and subtypes of Blastocystis in white-tailed deer (Odocoileus virginianus). Blastocystis was common, with 88.8% (71/80) of samples found to be positive. Twelve subtypes were identified, ten previously reported (ST1, ST3, ST4, ST10, ST14, ST21, and ST23–ST26) and two novel subtypes (ST30 and ST31). To confirm the validity of ST30 and ST31, MinION sequencing was used to obtain full‐length SSU rRNA gene sequences, and phylogenetic and pairwise distance analyses were performed. ST10, ST14, and ST24 were the most commonly observed subtypes. Potentially zoonotic subtypes ST1, ST3, or ST4 were present in 8.5% of Blastocystis‐positives. Mixed subtype infections were common (90.1% of Blastocystis‐positives). This study is the first to subtype Blastocystis in white‐tailed deer. White‐tailed deer were found to be commonly infected/colonized with a wide diversity of subtypes, including two novel subtypes, zoonotic subtypes, and subtypes frequently reported in domestic animals. More studies in wildlife are needed to better understand their role in the transmission of Blastocystis. © 2021 by the author. Licensee MDPI, Basel, Switzerland.","blastocystis; minion; ngs; ribosomal rna; subtypes; usa; white‐tailed deer; "
"Microbiome assembly of avian eggshells and their potential as transgenerational carriers of maternal microbiota","Van Veelen HPJ, Salles JF, Tieleman BI",2018,"Article","10.1038/s41396-018-0067-3","The microbiome is essential for development, health and homeostasis throughout an animal's life. Yet, the origins and transmission processes governing animal microbiomes remain elusive for non-human vertebrates, oviparous vertebrates in particular. Eggs may function as transgenerational carriers of the maternal microbiome, warranting characterisation of egg microbiome assembly. Here, we investigated maternal and environmental contributions to avian eggshell microbiota in wild passerine birds: woodlark Lullula arborea and skylark Alauda arvensis. Using 16S rRNA gene sequencing, we demonstrated in both lark species, at the population and within-nest levels, that bacterial communities of freshly laid eggs were distinct from the female cloacal microbiome. Instead, soil-borne bacteria appeared to thrive on freshly laid eggs, and eggshell microbiota composition strongly resembled maternal skin, body feather and nest material communities, sources in direct contact with laid eggs. Finally, phylogenetic structure analysis and microbial source tracking underscored species sorting from directly contacting sources rather than in vivo-transferred symbionts. The female-egg-nest system allowed an integrative assessment of avian egg microbiome assembly, revealing mixed modes of symbiont acquisition not previously documented for vertebrate eggs. Our findings illuminated egg microbiome origins, which suggested a limited potential of eggshells for transgenerational transmission, encouraging further investigation of eggshell microbiome functions in vertebrates. © 2018 International Society for Microbial Ecology.","; community composition; eggshell; gene; gene expression; homeostasis; microbial community; microorganism; passerine; phylogenetics; symbiont; vertebrate; alauda arvensis; animalia; aves; bacteria (microorganisms); lullula arborea; passeriformes; vertebrata; rna 16s; animal; bacterium; classification; egg shell; female; genetics; isolation and purification; microbiology; microflora; passeriformes; phylogeny; animals; bacteria; egg shell; female; microbiota; passeriformes; phylogeny; rna, ribosomal, 16s"
"Role of TH17 responses in increasing herpetic keratitis in the eyes of mice infected with HSV-1","Hirose S, Jaggi U, Wang S, Tormanen K, Nagaoka Y, Katsumata M, Ghiasi H",2020,"Article","10.1167/IOVS.61.6.20","PURPOSE. TH17 cells play an important role in host defense and autoimmunity yet very little is known about the role of IL17 in herpes simplex virus (HSV)-1 infectivity. To better understand the relationship between IL17 and HSV-1 infection, we assessed the relative impact of IL17A-deficiency and deficiency of its receptors on HSV-1 responses in vivo. METHODS. We generated IL17RA−/− and IL17RA−/−RC−/− mice in-house and infected them along with IL17A−/− and IL17RC−/− mice in the eyes with 2 × 105 PFU/eye of wild type (WT) HSV-1 strain McKrae. WT C57BL/6 mice were used as control. Virus replication in the eye, survival, corneal scarring (CS), angiogenesis, levels of latency-reactivation, and levels of CD8 and exhaustion markers (PD1, TIM3, LAG3, CTLA4, CD244, and CD39) in the trigeminal ganglia (TG) of infected mice were determined on day 28 postinfection. RESULTS. No significant differences in virus replication in the eye, survival, latency, reactivation, and exhaustion markers were detected among IL17A−/−, IL17RA−/−, IL17RC−/−, IL17RA−/−RC−/−, and WT mice. However, mice lacking IL17 had significantly less CS and angiogenesis than WT mice. In addition, angiogenesis levels in the absence of IL17RC and irrespective of the absence of IL17RA were significantly less than in IL17A- or IL17RAdeficient mice. CONCLUSIONS. Our results suggest that the absence of IL17 protects against HSV-1-induced eye disease, but has no role in protecting against virus replication, latency, or reactivation. In addition, our data provide rationale for blocking IL17RC function rather than IL17A or IL17RA function as a key driver of HSV-1-induced eye disease. Copyright © 2020 The Authors","knockout; latency-reactivation; ocular infection; primary infection; crispr associated protein; interleukin 17; biological marker; il17a protein, mouse; angiogenesis; animal cell; animal experiment; animal model; article; autoimmunity; comparative study; controlled study; cornea ulcer; gene editing; gene expression; gene mutation; genotype; herpes simplex keratitis; human alphaherpesvirus 1; latent period; mouse; nonhuman; plaque assay; priority journal; regulatory t lymphocyte; scar formation; t lymphocyte activation; th17 cell; virus replication; virus virulence; animal; c57bl mouse; cornea neovascularization; disease model; herpes simplex keratitis; human alphaherpesvirus 1; infection; metabolism; pathophysiology; physiology; polymerase chain reaction; th17 cell; virology; virulence; virus latency; animals; biomarkers; corneal neovascularization; disease models, animal; herpesvirus 1, human; interleukin-17; keratitis, herpetic; latent infection; mice; mice, inbred c57bl; polymerase chain reaction; th17 cells; virulence; virus latency; virus replication"
"Inflammation-induced acid tolerance genes gadab in luminal commensal escherichia coli attenuate experimental colitis","Tchaptchet S, Fan T-J, Goeser L, Schoenborn A, Gulati AS, R Sartor B, Hansena JJ",2013,"Article","10.1128/IAI.00355-13","Dysregulated immune responses to commensal intestinal bacteria, including Escherichia coli, contribute to the development of inflammatory bowel diseases (IBDs) and experimental colitis. Reciprocally, E. coli responds to chronic intestinal inflammation by upregulating expression of stress response genes, including gadA and gadB. GadAB encode glutamate decarboxylase and protect E. coli from the toxic effects of low pH and fermentation acids, factors present in the intestinal lumen in patients with active IBDs. We hypothesized that E. coli upregulates gadAB during inflammation to enhance its survival and virulence. Using realtime PCR, we determined gadAB expression in luminal E. coli from ex-germfree wild-type (WT) and interleukin-10 (IL-10) knockout (KO) (IL-10-/-) mice selectively colonized with a commensal E. coli isolate (NC101) that causes colitis in KO mice in isolation or in combination with 7 other commensal intestinal bacterial strains. E. coli survival and host inflammatory responses were measured in WT and KO mice colonized with NC101 or a mutant lacking the gadAB genes (NC101δgadAB). The susceptibility of NC101 and NC101δgadAB to killing by host antimicrobial peptides and their translocation across intestinal epithelial cells were evaluated using bacterial killing assays and transwell experiments, respectively. We show that expression of gadAB in luminal E. coli increases proportionately with intestinal inflammation in KO mice and enhances the susceptibility of NC101 to killing by the host antimicrobial peptide cryptdin-4 but decreases bacterial transmigration across intestinal epithelial cells, colonic inflammation, and mucosal immune responses. Chronic intestinal inflammation upregulates acid tolerance pathways in commensal E. coli isolates, which, contrary to our original hypothesis, limits their survival and colitogenic potential. Further investigation of microbial adaptation to immune-mediated inflammation may provide novel insights into the pathogenesis and treatment of IBDs. ©2013, American Society for Microbiology.","; interleukin 10; polypeptide antibiotic agent; acid tolerance; animal experiment; animal model; animal tissue; article; bacterial colonization; bacterial gene; bacterial strain; bacterial survival; bacterial translocation; bacterial virulence; bactericidal activity; bacterium mutant; colitis; commensal escherichia coli; controlled study; experimental infection; gadab gene; gene expression; histopathology; host pathogen interaction; human; human cell; immune response; in vitro study; inflammation; intestine epithelium cell; intestine flora; knockout mouse; mouse; nonhuman; priority journal; real time polymerase chain reaction; upregulation; wild type; animals; escherichia coli; escherichia coli infections; escherichia coli proteins; gene expression regulation; glutamate decarboxylase; hydrogen-ion concentration; inflammation; interleukin-10; membrane proteins; mice; mice, knockout; time factors"
"The oral bacterial community in melanophryniscus admirabilis (Admirable red-belly toads): Implications for conservation","Mann MB, Prichula J, de Castro ÍMS, Severo JM, Abadie M, Lima TMDF, Caorsi V, Borges-Martins M, Frazzon J, Frazzon APG",2021,"Article","10.3390/microorganisms9020220","Melanophryniscus admirabilis (admirable red-belly toad) is a microendemic and critically endangered species found exclusively along 700 m of the Forqueta River, in a fragment of the Atlantic Forest of southern Brazil. One of the greatest concerns regarding the conservation of this species is the extensive use of pesticides in areas surrounding their natural habitat. In recent years, the adaptation and persistence of animal species in human-impacted environments have been associated with microbiota. Therefore, the present study aimed to characterize the oral bacterial community of wild M. admirabilis and to address the question of how this community might contribute to this toad’s adaptation in the anthropogenic environment as well as its general metabolic capabilities. A total of 11 oral samples collected from wild M. admirabilis were characterized and analyzed via high-throughput sequencing. Fragments of the 16S rRNA variable region 4 (V4) were amplified, and sequencing was conducted using an Ion Personal Genome Machine (PGM) System with 316 chips. A total of 181,350 sequences were obtained, resulting in 16 phyla, 34 classes, 39 orders, and 77 families. Proteobacteria dominated (53%) the oral microbiota of toads, followed by Firmicutes (18%), Bac-teroidetes (17%), and Actinobacteria (5%). No significant differences in microbial community profile from among the samples were reported, which suggests that the low dietary diversity observed in this population may directly influence the bacterial composition. Inferences of microbiome function were performed using PICRUSt2 software. Important pathways (e.g., xenobiotic degradation pathways for pesticides and aromatic phenolic compounds) were detected, which suggests that the bacterial communities may serve important roles in M. admirabilis health and survival in the anthropogenic environment. Overall, our results have important implications for the conservation and management of this microendemic and critically endangered species. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","amphibian; anthropogenic action; bacteria; high-throughput sequencing; xenobiotic; "
"Small to modest impact of social group on the gut microbiome of wild Costa Rican capuchins in a seasonal forest","Orkin JD, Webb SE, Melin AD",2019,"Article","10.1002/ajp.22985","The horizontal transmission of pathogenic and beneficial microbes has implications for health and development of socially living animals. Social group is repeatedly implicated as an important predictor of gut microbiome structure among primates, with individuals in neighboring social groups exhibiting distinct microbiomes. Here we examine whether group membership is a predictor of gut microbiome structure and diversity across three groups of white-faced capuchins (Cebus capucinus imitator) inhabiting a seasonal Costa Rican forest. We collected 62 fecal samples from 18 adult females during four sampling bouts. Sampling bouts spanned the dry-to-wet-to-dry seasonal transitions. To investigate gut microbial composition, we sequenced the V4 region of the 16S rRNA gene. We used the DADA2 pipeline to assign amplicon sequence variants and the RDP database to classify taxa. Our findings are: 1) gut microbiomes of capuchins clustered by social group in the late dry season, but this pattern was less evident in other sampling bouts; 2) social group was a significant variable in a PERMANOVA test of beta diversity, but it accounted for less variation than season; 3) social group was not an important predictor of abundance for the ten most abundant microbial taxa in capuchins; 4) when examining log2-fold abundances of microbes between social groups, there were significant differences in some pairwise comparisons. While this is suggestive of group-wide differences, individual variation may have a strong impact and should be assessed in future studies. Overall, we found a minor impact of social group membership on the gut microbiota of wild white-faced capuchins. Future research including home range overlap and resource use, as well as fine-scale investigation of individual variation, will further elucidate patterns of socially structured microbes. © 2019 Wiley Periodicals, Inc.","16s sequencing; cebus; dry forest; seasonality; sociality; database; digestive system; dry forest; forest ecosystem; genetic analysis; microorganism; parasite transmission; primate; seasonality; wild population; costa rica; animalia; cebus; cebus capucinus; primates; rna 16s; animal; biodiversity; cebus; costa rica; dna sequence; feces; female; forest; homing behavior; intestine flora; microbiology; season; social environment; animals; biodiversity; cebus; costa rica; feces; female; forests; gastrointestinal microbiome; homing behavior; rna, ribosomal, 16s; seasons; sequence analysis, dna; social environment"
"Colonization of the tsetse fly midgut with commensal Kosakonia cowanii Zambiae inhibits trypanosome infection establishment","Weiss BL, Maltz MA, Vigneron A, Wu Y, Walter KS, O’Neill MB, Wang J, Aksoy S",2019,"Article","10.1371/journal.ppat.1007470","Tsetse flies (Glossina spp.) vector pathogenic trypanosomes (Trypanosoma spp.) in sub-Saharan Africa. These parasites cause human and animal African trypanosomiases, which are debilitating diseases that inflict an enormous socio-economic burden on inhabitants of endemic regions. Current disease control strategies rely primarily on treating infected animals and reducing tsetse population densities. However, relevant programs are costly, labor intensive and difficult to sustain. As such, novel strategies aimed at reducing tsetse vector competence require development. Herein we investigated whether Kosakonia cowanii Zambiae (Kco_Z), which confers Anopheles gambiae with resistance to Plasmodium, is able to colonize tsetse and induce a trypanosome refractory phenotype in the fly. Kco_Z established stable infections in tsetse’s gut and exhibited no adverse effect on the fly’s survival. Flies with established Kco_Z infections in their gut were significantly more refractory to infection with two distinct trypanosome species (T. congolense, 6% infection; T. brucei, 32% infection) than were age-matched flies that did not house the exogenous bacterium (T. congolense, 36% infected; T. brucei, 70% infected). Additionally, 52% of Kco_Z colonized tsetse survived infection with entomopathogenic Serratia marcescens, compared with only 9% of their wild-type counterparts. These parasite and pathogen refractory phenotypes result from the fact that Kco_Z acidifies tsetse’s midgut environment, which inhibits trypanosome and Serratia growth and thus infection establishment. Finally, we determined that Kco_Z infection does not impact the fecundity of male or female tsetse, nor the ability of male flies to compete with their wild-type counterparts for mates. We propose that Kco_Z could be used as one component of an integrated strategy aimed at reducing the ability of tsetse to transmit pathogenic trypanosomes. © 2019 Weiss et al. http://creativecommons.org/licenses/by/4.0/.","; ascorbic acid; cysteine; peptidoglycan recognition protein; adult; animal experiment; animal model; animal tissue; anopheles gambiae; antibacterial activity; article; bacterial load; blood flow; cell proliferation assay; clinical effectiveness; colony forming unit; controlled study; disease predisposition; drosophila; economics; female; fitness; fluorescence; genotype phenotype correlation; glossinidae; health program; immune system; male; microbial colonization; microscopy; nonhuman; ph; plasmodium; population; probability; semen analysis; serratia infection; survival analysis; trypanosomiasis; africa south of the sahara; african trypanosomiasis; animal; anopheles; enterobacteriaceae; glossinidae; human; metabolism; microbiology; mosquito vector; parasitology; pathogenicity; symbiosis; trypanosoma brucei brucei; trypanosoma congolense; adult; africa south of the sahara; animals; anopheles; enterobacteriaceae; female; humans; male; mosquito vectors; symbiosis; trypanosoma brucei brucei; trypanosoma congolense; trypanosomiasis, african; tsetse flies"
